safe_instance_id,past_tense_verb_rate,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,pov_first_rate,pov_second_rate,pov_third_rate,pov_dominant,concreteness_mean,concreteness_coverage,temporal_mention_rate,temporal_mention_count
inst_c5852aaee7a3b6a4_508,0.030435,0.024,0.164,0.812,-0.9829,0.004348,0.0,0.013043,third,3.0933,0.9,0.0,0
inst_3569ce85ec8b47e4_509,0.054167,0.05,0.006,0.944,0.835,0.008333,0.0,0.0375,third,3.3717,0.9383,0.029167,7
inst_f8851a644ebca4da_510,0.065574,0.11,0.0,0.89,0.7424,0.016393,0.0,0.065574,third,3.1689,1.0,0.04918,3
inst_64c54af987cfaf7e_511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.59,0.875,0.035294,3
inst_986d3c07e46f8457_512,0.026549,0.052,0.089,0.858,-0.8196,0.030973,0.017699,0.00885,first,3.0791,0.9677,0.00885,2
inst_b13b6bae29778fe1_513,0.051948,0.141,0.125,0.735,-0.3202,0.0,0.0,0.030303,third,2.8559,0.9605,0.021645,5
inst_9f127e7714d33f1f_514,0.016129,0.047,0.0,0.953,0.8591,0.0,0.004032,0.040323,third,3.227,0.9692,0.0,0
inst_b29250098f4521e1_515,0.038961,0.124,0.046,0.83,0.9538,0.012987,0.0,0.0,first,2.9957,0.9455,0.017316,4
inst_f08d4745e08996f7_516,0.06087,0.096,0.011,0.894,0.9558,0.0,0.008696,0.06087,third,3.0331,1.0,0.026087,6
inst_8aa1d4d1495e765f_517,0.026549,0.085,0.201,0.714,-0.9894,0.0,0.0,0.013274,third,3.1333,0.9868,0.022124,5
inst_6d55a7b49e98c76c_518,0.008811,0.114,0.037,0.849,0.947,0.030837,0.026432,0.022026,first,3.1763,0.967,0.008811,2
inst_5ca6eb623a8ea9fa_519,0.045833,0.122,0.006,0.872,0.9766,0.054167,0.008333,0.025,first,3.3388,0.9351,0.008333,2
inst_ddd4f37f74216948_520,0.090909,0.15,0.0,0.85,0.8481,0.0,0.0,0.045455,third,3.7127,0.9375,0.060606,4
inst_5df837381cea8077_521,0.049451,0.083,0.012,0.904,0.9024,0.0,0.0,0.043956,third,3.2304,0.8333,0.032967,6
inst_e917115e2dcaea29_522,0.039823,0.09,0.0,0.91,0.9517,0.004425,0.004425,0.022124,third,3.203,0.98,0.022124,5
inst_a09cb00319cbf992_523,0.006711,0.057,0.0,0.943,0.7424,0.0,0.013423,0.0,second,3.9635,0.9677,0.006711,1
inst_a2b8399db145f638_524,0.026432,0.116,0.018,0.866,0.9618,0.07489,0.004405,0.026432,first,2.79,0.899,0.026432,6
inst_b0aa0a5092c681ab_525,0.009132,0.04,0.226,0.734,-0.9904,0.059361,0.018265,0.004566,first,3.0213,0.975,0.004566,1
inst_69de71e6b1690aa1_526,0.057778,0.096,0.032,0.872,0.9165,0.0,0.0,0.017778,third,3.048,0.9857,0.008889,2
inst_74740ad1816dafa4_527,0.018957,0.078,0.086,0.837,-0.3854,0.004739,0.0,0.023697,third,2.9514,0.9896,0.009479,2
inst_804eb8834d35e221_528,0.013072,0.048,0.041,0.91,-0.3409,0.019608,0.0,0.006536,first,3.0277,0.9459,0.013072,2
inst_963b05b8bea252fc_529,0.0,0.227,0.051,0.723,0.9921,0.0,0.0,0.037657,third,2.9853,0.8835,0.004184,1
inst_07f1206f2e5cd136_530,0.021008,0.057,0.085,0.858,-0.5859,0.008403,0.0,0.016807,third,2.88,0.9494,0.008403,2
inst_99d4dba0711fbfc8_531,0.008889,0.132,0.057,0.811,0.8705,0.0,0.0,0.04,third,2.9553,0.974,0.022222,5
inst_360517ce511b2972_532,0.016878,0.188,0.0,0.812,0.9908,0.059072,0.004219,0.008439,first,3.1858,0.9364,0.0,0
inst_761fd6bd02fc3525_533,0.056769,0.056,0.011,0.932,0.7184,0.0,0.0,0.039301,third,2.6637,0.9494,0.021834,5
inst_63215961dffaf19d_534,0.057613,0.048,0.079,0.873,-0.7615,0.0,0.0,0.024691,third,3.4806,0.9468,0.004115,1
inst_bf48b1eed49c3489_535,0.041475,0.241,0.0,0.759,0.9935,0.009217,0.0,0.02765,third,3.0921,0.9655,0.023041,5
inst_1cc1119399b0a205_536,0.081897,0.045,0.142,0.813,-0.9588,0.086207,0.00431,0.047414,first,2.9121,0.9,0.0,0
inst_2533f7f7a9e4b362_537,0.044843,0.161,0.048,0.791,0.9761,0.008969,0.004484,0.035874,third,3.2512,0.9872,0.049327,11
inst_6571812e2835dd14_538,0.095238,0.0,0.0,1.0,0.0,0.0,0.0,0.035714,third,3.8553,0.9744,0.02381,2
inst_2fd12f4736c0f5db_539,0.055556,0.133,0.032,0.835,0.9677,0.042735,0.0,0.017094,first,3.0863,0.8687,0.004274,1
inst_03bfcb04149c8928_540,0.029412,0.103,0.03,0.867,0.8732,0.054622,0.037815,0.012605,first,2.8545,1.0,0.004202,1
inst_5ccebbb5b93cd9e5_541,0.056034,0.037,0.0,0.963,0.6597,0.0,0.0,0.038793,third,3.3882,0.9104,0.043103,10
inst_5a27fd7afdbdd179_542,0.070833,0.031,0.043,0.926,-0.3301,0.0,0.0,0.020833,third,2.7752,0.9649,0.0125,3
inst_0314b29662951930_543,0.030702,0.045,0.0,0.955,0.7351,0.0,0.0,0.013158,third,3.294,0.9231,0.030702,7
inst_4e77ea04af7f35d4_544,0.052402,0.053,0.125,0.822,-0.9451,0.030568,0.004367,0.056769,third,3.038,0.9907,0.0131,3
inst_c9ef85295e50e6c7_545,0.050209,0.144,0.123,0.733,0.6869,0.066946,0.025105,0.020921,first,2.5901,0.9898,0.008368,2
inst_f1f898702e0f11bc_546,0.017094,0.098,0.0,0.902,0.9666,0.004274,0.0,0.021368,third,3.2594,0.9091,0.012821,3
inst_b89c9d70c1140e13_547,0.0,0.094,0.062,0.844,0.7275,0.013889,0.027778,0.023148,second,2.9487,0.9897,0.0,0
inst_e727970522f9bf08_548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,,0.0,0.0,0
inst_dc558255980930f7_549,0.081818,0.05,0.046,0.904,0.1027,0.063636,0.0,0.018182,first,3.1761,0.8444,0.018182,2
inst_c091599c91a7e79b_550,0.048458,0.079,0.096,0.825,-0.4203,0.0,0.0,0.118943,third,3.1782,0.9877,0.004405,1
inst_425346c6cda3e0d5_551,0.089286,0.055,0.154,0.791,-0.967,0.0,0.0,0.107143,third,2.6975,0.9452,0.004464,1
inst_fdc6f5da50f91c01_552,0.021739,0.082,0.066,0.853,0.53,0.0,0.0,0.021739,third,2.9231,0.9636,0.004348,1
inst_3d374b9fd0942f33_553,0.111111,0.228,0.119,0.653,0.9396,0.090278,0.0,0.027778,first,2.7106,0.9846,0.0,0
inst_37a6a032e44666b0_554,0.06383,0.121,0.0,0.879,0.9623,0.031915,0.0,0.074468,third,3.248,0.9706,0.015957,3
inst_a55fff96b174a8ba_555,0.051282,0.141,0.018,0.842,0.9755,0.025641,0.004274,0.021368,first,3.4114,0.9451,0.017094,4
inst_153aa879715b0e76_556,0.015385,0.23,0.079,0.691,0.8555,0.076923,0.030769,0.0,first,3.1054,1.0,0.015385,1
inst_ef9fd7f29b23635b_557,0.029557,0.079,0.185,0.736,-0.9692,0.083744,0.0,0.034483,first,2.8977,0.9494,0.029557,6
inst_9a476964f3dd8e61_558,0.037037,0.036,0.12,0.843,-0.8763,0.074074,0.018519,0.092593,third,3.082,0.9839,0.006173,1
inst_ac2c1825772ad849_559,0.031111,0.179,0.041,0.78,0.9874,0.084444,0.004444,0.017778,first,3.0275,0.9327,0.031111,7
inst_0f52a023ca406b0f_560,0.048035,0.039,0.136,0.825,-0.9688,0.0,0.0,0.004367,third,3.3934,0.9733,0.043668,10
inst_6eb64ab7c5dae886_561,0.044843,0.091,0.094,0.816,-0.3818,0.0,0.0,0.008969,third,3.2937,0.9359,0.026906,6
inst_76e5da0aac23f627_562,0.045161,0.067,0.139,0.794,-0.9118,0.0,0.0,0.019355,third,3.2674,0.9592,0.03871,6
inst_228d508b8b595a81_563,0.025974,0.283,0.044,0.673,0.9968,0.030303,0.0,0.021645,first,3.0224,0.9579,0.004329,1
inst_044f85a2f40b867d_564,0.03211,0.057,0.051,0.892,0.0498,0.004587,0.0,0.027523,third,3.152,0.91,0.027523,6
inst_954876d67c025770_565,0.034335,0.068,0.056,0.876,0.5488,0.021459,0.0,0.04721,third,3.0275,1.0,0.038627,9
inst_aa1e7cebe7a94192_566,0.021834,0.023,0.008,0.968,0.2382,0.0,0.0131,0.039301,third,2.9786,0.9552,0.0131,3
inst_579d8e7839dbda4b_567,0.05314,0.099,0.068,0.833,0.4854,0.0,0.0,0.019324,third,3.2557,0.9592,0.024155,5
inst_23b693948ff49062_568,0.038462,0.083,0.0,0.917,0.7184,0.0,0.0,0.051282,third,2.9716,1.0,0.012821,1
inst_62b1092283070dea_569,0.034188,0.067,0.081,0.852,-0.2896,0.0,0.0,0.012821,third,3.41,0.925,0.029915,7
inst_76dbe037b0630d9b_570,0.058091,0.17,0.016,0.814,0.9868,0.037344,0.004149,0.041494,third,3.0377,0.9485,0.012448,3
inst_b7d58ae9c5a404bc_571,0.058577,0.064,0.053,0.883,0.0364,0.012552,0.0,0.033473,third,3.0528,0.9873,0.012552,3
inst_3c20030f91a59481_572,0.016949,0.182,0.028,0.791,0.9877,0.025424,0.0,0.025424,first,3.1663,0.9574,0.0,0
inst_e8ebca768c6f5512_573,0.011719,0.178,0.0,0.822,0.9887,0.003906,0.0,0.027344,third,3.2918,0.8684,0.011719,3
inst_7601fec0c7663641_574,0.058036,0.106,0.062,0.833,0.8625,0.0,0.0,0.040179,third,3.0029,0.9494,0.022321,5
inst_62359bf943a58e36_575,0.044053,0.127,0.043,0.83,0.9531,0.017621,0.0,0.013216,first,2.8735,0.9681,0.017621,4
inst_89441dfd1f37896d_576,0.07173,0.033,0.149,0.818,-0.9793,0.0,0.012658,0.037975,third,2.9827,0.9406,0.008439,2
inst_4066eaecf9b6d20d_577,0.040359,0.069,0.081,0.849,-0.6808,0.008969,0.0,0.008969,first,2.7661,0.8952,0.0,0
inst_553694c65f5334fa_578,0.009091,0.135,0.05,0.815,0.9672,0.036364,0.0,0.031818,first,2.9903,0.9892,0.018182,4
inst_cb90088b4e4aca3f_579,0.038462,0.106,0.026,0.867,0.9325,0.042735,0.008547,0.017094,first,3.3347,0.9412,0.017094,4
inst_a9c4e9d9c2c8837f_580,0.061538,0.218,0.0,0.782,0.9299,0.092308,0.0,0.015385,first,3.0145,1.0,0.015385,1
inst_bf323708fc892032_581,0.004566,0.184,0.058,0.759,0.9839,0.050228,0.041096,0.013699,first,2.8571,0.9891,0.009132,2
inst_30700064b9c067c4_582,0.012821,0.144,0.031,0.825,0.9757,0.034188,0.012821,0.021368,first,3.1957,0.7551,0.004274,1
inst_ee4c6f931bf17ae3_583,0.017621,0.051,0.0,0.949,0.872,0.030837,0.0,0.0,first,3.6738,0.9355,0.052863,12
inst_458dce928b7a0b65_584,0.054545,0.094,0.0,0.906,0.9081,0.006061,0.0,0.030303,third,3.0528,0.9194,0.012121,2
inst_ffce9f81330a0ace_585,0.0,0.169,0.11,0.72,0.7823,0.003876,0.003876,0.01938,third,3.0381,0.9753,0.007752,2
inst_3b1ec8f76e602da5_586,0.056,0.169,0.079,0.753,0.9736,0.08,0.016,0.024,first,2.9249,0.9688,0.016,4
inst_b7d1df55ad61ac9d_587,0.022026,0.026,0.152,0.822,-0.9766,0.0,0.0,0.013216,third,3.5564,0.974,0.022026,5
inst_a4d135eaab1be63c_588,0.030435,0.199,0.007,0.794,0.987,0.0,0.0,0.017391,third,3.0985,0.9351,0.021739,5
inst_bd789c9caea33a1a_589,0.046154,0.015,0.062,0.923,-0.6331,0.076923,0.0,0.038462,first,2.951,0.9615,0.007692,1
inst_da7d1dea597e00ac_590,0.0,0.107,0.117,0.776,-0.5265,0.0,0.012766,0.017021,third,3.2111,0.9583,0.008511,2
inst_5ec04bdce5f76646_591,0.075314,0.069,0.0,0.931,0.9316,0.012552,0.0,0.058577,third,3.21,0.954,0.004184,1
inst_7f66cf3924cc0c00_592,0.012195,0.147,0.0,0.853,0.9793,0.0,0.0,0.01626,third,3.1076,0.9655,0.004065,1
inst_5701641ae5c63b98_593,0.013274,0.056,0.014,0.93,0.8176,0.0,0.0,0.004425,third,3.4331,0.974,0.035398,8
inst_054a7015924cc812_594,0.076271,0.039,0.009,0.952,0.6956,0.0,0.0,0.025424,third,3.3488,0.9506,0.0,0
inst_85093a47f73f3d57_595,0.03653,0.146,0.046,0.809,0.9633,0.03653,0.0,0.013699,first,3.2164,0.9863,0.022831,5
inst_f6527c02f5316f92_596,0.024896,0.064,0.01,0.925,0.9022,0.0,0.0,0.045643,third,3.4278,0.9873,0.024896,6
inst_0ed9181992c9056a_597,0.020833,0.201,0.0,0.799,0.9934,0.1,0.016667,0.0125,first,2.9821,0.9278,0.020833,5
inst_3675eba1deb1ab5e_598,0.037736,0.028,0.159,0.813,-0.9774,0.004717,0.018868,0.028302,third,3.2095,1.0,0.009434,2
inst_2f24bee518b10282_599,0.0,0.028,0.009,0.963,0.4019,0.0,0.0,0.0,none,2.2482,0.9444,0.0,0
inst_520fb98072123608_600,0.042918,0.215,0.061,0.724,0.9858,0.120172,0.017167,0.060086,first,2.5115,0.9425,0.017167,4
inst_9f17c8ed0dd2c9fc_601,0.004348,0.1,0.063,0.837,0.7097,0.004348,0.008696,0.030435,third,3.1208,0.9386,0.013043,3
inst_8d126829f194ae13_602,0.04,0.069,0.098,0.833,-0.8539,0.026667,0.0,0.017778,first,3.2635,0.9796,0.004444,1
inst_27a5a33500422154_603,0.045455,0.166,0.0,0.834,0.9875,0.0,0.0,0.05,third,2.9927,0.8919,0.054545,12
inst_23e9fda51d84b9ad_604,0.013514,0.096,0.035,0.868,0.8835,0.063063,0.022523,0.004505,first,3.2129,0.9545,0.004505,1
inst_2720e1f86351814e_605,0.008032,0.116,0.068,0.816,0.9022,0.008032,0.0,0.016064,third,3.4029,0.8908,0.008032,2
inst_d3bb7aafe7d0c393_606,0.030172,0.122,0.044,0.834,0.9578,0.0,0.0,0.008621,third,3.2855,0.8919,0.021552,5
inst_b1c2d0660510cab5_607,0.018018,0.186,0.007,0.808,0.9905,0.031532,0.036036,0.027027,second,3.2895,1.0,0.0,0
inst_8862e78a245ce5ca_608,0.060302,0.021,0.15,0.829,-0.9633,0.005025,0.0,0.050251,third,3.235,0.973,0.020101,4
inst_5c471cf788eb9151_609,0.045455,0.088,0.026,0.887,0.9136,0.0,0.0,0.016529,third,3.2253,0.94,0.012397,3
inst_d241885977eeb9a4_610,0.078947,0.006,0.09,0.905,-0.9595,0.035088,0.0,0.039474,third,3.2658,0.9681,0.004386,1
inst_c329fde0616aa65d_611,0.039683,0.211,0.02,0.769,0.9698,0.063492,0.039683,0.015873,first,2.8347,0.8182,0.007937,1
inst_2db3d6af34fe6005_612,0.013043,0.158,0.03,0.812,0.9774,0.030435,0.026087,0.017391,first,2.9078,0.981,0.004348,1
inst_7cad82d9b5774bbf_613,0.038298,0.073,0.079,0.849,0.167,0.017021,0.0,0.029787,third,3.0832,0.956,0.017021,4
inst_95ea7c3cfbb52acd_614,0.034483,0.077,0.023,0.9,0.7933,0.0,0.0,0.043103,third,3.0634,0.982,0.0,0
inst_798e830a99a9e6db_615,0.051887,0.157,0.029,0.815,0.9829,0.04717,0.009434,0.014151,first,3.111,0.9667,0.004717,1
inst_9fedd0c529e8370a_616,0.028455,0.074,0.027,0.899,0.8225,0.0,0.0,0.02439,third,3.0656,0.939,0.004065,1
inst_1f2d4cda53da20fb_617,0.081197,0.0,0.143,0.857,-0.9819,0.0,0.0,0.017094,third,3.584,0.9882,0.047009,11
inst_4c7c43dde18c1ac8_618,0.069869,0.071,0.0,0.929,0.9246,0.0,0.0,0.039301,third,3.4066,0.961,0.008734,2
inst_149109a4458ad94e_619,0.051282,0.126,0.016,0.858,0.9623,0.0,0.0,0.021368,third,3.0187,0.9342,0.034188,8
inst_d203ffe34922cda4_620,0.04,0.154,0.17,0.676,-0.0918,0.066667,0.033333,0.013333,first,3.3354,1.0,0.006667,1
inst_2f8985332eb52bdc_621,0.026667,0.059,0.083,0.858,-0.6209,0.0,0.0,0.053333,third,3.1498,0.9529,0.013333,3
inst_81b736bd5d54b0de_622,0.008584,0.145,0.038,0.817,0.9571,0.021459,0.004292,0.004292,first,2.8847,0.8584,0.0,0
inst_e81a7627e619bf37_623,0.043011,0.092,0.015,0.893,0.9118,0.0,0.0,0.043011,third,3.3207,0.9643,0.026882,5
inst_64c9e101253b0922_624,0.037736,0.166,0.037,0.797,0.9748,0.023585,0.009434,0.004717,first,3.124,1.0,0.009434,2
inst_d0f577b5b6057640_625,0.045249,0.068,0.088,0.844,-0.7902,0.063348,0.0,0.022624,first,2.9312,0.9655,0.004525,1
inst_e704a6b183dbf3a7_626,0.063559,0.13,0.052,0.818,0.9354,0.0,0.0,0.084746,third,3.0247,0.9,0.016949,4
inst_21d5caf4574b1fda_627,0.048246,0.147,0.0,0.853,0.9814,0.0,0.0,0.02193,third,3.1064,0.9853,0.02193,5
inst_1b59d70f2d248a26_628,0.0,0.046,0.0,0.954,0.8176,0.0,0.0,0.0,none,3.1577,0.9677,0.0,0
inst_b761cf0550592ac6_629,0.058394,0.1,0.085,0.815,0.2382,0.021898,0.0,0.014599,first,3.484,0.9844,0.029197,4
inst_1e2d575afb50ae5e_630,0.037657,0.101,0.009,0.89,0.946,0.0,0.0,0.004184,third,3.3297,0.9271,0.0,0
inst_935a16a67f2bd39b_631,0.044053,0.138,0.019,0.843,0.9785,0.0,0.0,0.039648,third,2.8455,0.9359,0.030837,7
inst_16ed00fa44f22f9d_632,0.026549,0.129,0.01,0.86,0.9758,0.0,0.0,0.053097,third,3.1028,0.9067,0.017699,4
inst_95015c03342fc0c2_633,0.042553,0.125,0.097,0.779,0.6408,0.0,0.0,0.004255,third,3.6087,1.0,0.008511,2
inst_43cc2f6b9bb61db8_634,0.013393,0.045,0.023,0.932,0.5076,0.03125,0.03125,0.017857,first,2.9236,0.9059,0.0,0
inst_c8af4a24dcbcb46d_635,0.029915,0.096,0.022,0.882,0.9313,0.0,0.0,0.017094,third,2.8981,0.8933,0.008547,2
inst_f9d9eddb0a1aba1e_636,0.100457,0.102,0.069,0.829,0.6337,0.0,0.004566,0.068493,third,2.983,0.9796,0.0,0
inst_5798472c8cba15d4_637,0.033835,0.18,0.023,0.797,0.9883,0.015038,0.011278,0.026316,third,2.8695,0.9149,0.003759,1
inst_ce619bae59b8ce4f_638,0.0,0.0,0.075,0.925,-0.6312,0.057143,0.028571,0.028571,first,3.5075,0.96,0.028571,2
inst_78f814456b93352f_639,0.084967,0.036,0.111,0.854,-0.8617,0.098039,0.0,0.065359,first,3.6602,0.9828,0.013072,2
inst_65b39f1c04a9d96b_640,0.008929,0.099,0.039,0.862,0.8752,0.071429,0.03125,0.035714,first,2.8965,0.9556,0.0,0
inst_bb57512c6c5e8078_641,0.00823,0.064,0.071,0.865,-0.1424,0.024691,0.004115,0.078189,third,2.824,1.0,0.0,0
inst_a184d0ac27c07a5f_642,0.079167,0.073,0.036,0.891,0.8271,0.0,0.0,0.0875,third,3.3716,0.9718,0.016667,4
inst_692a00580f7fbbfb_643,0.011494,0.11,0.019,0.871,0.9574,0.042146,0.015326,0.034483,first,3.1748,0.92,0.003831,1
inst_71564cd5b49f4dc7_644,0.033654,0.122,0.065,0.813,0.8922,0.052885,0.0,0.033654,first,3.1157,0.9277,0.004808,1
inst_d176b5f9507b3d89_645,0.026549,0.101,0.011,0.887,0.9573,0.0,0.0,0.035398,third,2.96,0.942,0.013274,3
inst_51089b4afeed659e_646,0.008197,0.091,0.097,0.811,-0.3328,0.004098,0.0,0.008197,third,2.9391,0.9,0.02459,6
inst_219ed45b2ff92c72_647,0.031873,0.147,0.044,0.809,0.97,0.003984,0.0,0.01992,third,2.9809,0.8966,0.031873,8
inst_186596191cdf6013_648,0.019048,0.141,0.077,0.781,0.9313,0.071429,0.0,0.042857,first,2.7801,0.875,0.009524,2
inst_cc3128e957babd86_649,0.039301,0.045,0.035,0.92,0.4503,0.008734,0.0,0.017467,third,3.1209,0.9762,0.021834,5
inst_ee19469ea2dcc459_650,0.055556,0.087,0.057,0.856,0.6609,0.0,0.004274,0.025641,third,3.008,0.9643,0.004274,1
inst_8c963322caf25c9f_651,0.037975,0.084,0.011,0.905,0.9176,0.016878,0.0,0.029536,third,3.2263,0.967,0.012658,3
inst_fb5573e75ad9908b_652,0.022422,0.059,0.01,0.93,0.875,0.0,0.0,0.013453,third,3.4249,0.8878,0.013453,3
inst_007dcbf7cd2eb3db_653,0.02521,0.157,0.065,0.778,0.9633,0.029412,0.012605,0.029412,first,3.0067,0.9894,0.004202,1
inst_486693db35db9aac_654,0.019802,0.047,0.029,0.924,0.5374,0.0,0.0,0.049505,third,2.9501,0.95,0.024752,5
inst_e337be13f2dfc9fe_655,0.017699,0.103,0.0,0.897,0.9517,0.0,0.004425,0.030973,third,3.6896,0.9592,0.00885,2
inst_c9d5233d33187c42_656,0.038136,0.064,0.0,0.936,0.8957,0.004237,0.0,0.016949,third,3.2413,0.8955,0.025424,6
inst_123170c76b0cc253_657,0.0,0.119,0.07,0.811,0.7506,0.0,0.0,0.013043,third,3.0486,0.9804,0.004348,1
inst_e516440b9ee9c9c5_658,0.037267,0.069,0.022,0.91,0.802,0.0,0.0,0.031056,third,3.0851,0.9385,0.018634,3
inst_af117629b6cdcb5d_659,0.025974,0.041,0.031,0.928,0.2528,0.034632,0.0,0.012987,first,2.9566,0.8953,0.0,0
inst_f6f6220932c75269_660,0.065574,0.059,0.083,0.858,-0.3818,0.008197,0.0,0.098361,third,3.0533,0.9808,0.008197,1
inst_7891a544b0ddb509_661,0.054852,0.079,0.018,0.903,0.9046,0.0,0.0,0.054852,third,3.3866,0.9279,0.004219,1
inst_86d4e0edad6a88e6_662,0.052632,0.096,0.0,0.904,0.802,0.0,0.0,0.010526,third,3.0461,0.9048,0.0,0
inst_2a45a74ce7c53b76_663,0.024291,0.11,0.025,0.866,0.9598,0.012146,0.0,0.008097,first,3.1361,0.9438,0.008097,2
inst_46169e360b73126a_664,0.052174,0.216,0.01,0.775,0.9938,0.021739,0.0,0.0,first,3.2338,0.975,0.030435,7
inst_2fb2b37a3cf540b6_665,0.05,0.06,0.057,0.883,0.4083,0.0,0.0,0.025,third,3.0153,0.9885,0.020833,5
inst_5f7e7813c70ea096_666,0.046414,0.122,0.017,0.861,0.9634,0.0,0.0,0.016878,third,3.3269,0.9884,0.008439,2
inst_422422f09e341ec7_667,0.009662,0.092,0.015,0.893,0.9161,0.0,0.0,0.004831,third,3.1899,0.9367,0.004831,1
inst_e3c9a798f415d126_668,0.070796,0.034,0.068,0.898,-0.6866,0.106195,0.0,0.022124,first,3.2497,0.978,0.044248,10
inst_de2bd8fe85e98892_669,0.061475,0.074,0.012,0.914,0.8898,0.008197,0.0,0.012295,third,2.7111,0.8969,0.016393,4
inst_fdc742c87b172bd0_670,0.0,0.055,0.079,0.866,-0.6486,0.0,0.0,0.0,none,2.8564,0.88,0.174917,53
inst_ea55ef364490dfdb_671,0.046414,0.105,0.048,0.847,0.9074,0.008439,0.0,0.029536,third,3.3975,0.9444,0.025316,6
inst_de62e7a4980dc40c_672,0.081218,0.062,0.141,0.797,-0.9451,0.0,0.0,0.005076,third,3.132,0.9583,0.020305,4
inst_8d2b60fcb952cb9f_673,0.04,0.224,0.007,0.769,0.9944,0.031111,0.008889,0.044444,third,2.9565,0.9651,0.0,0
inst_1af6feebeea34df1_674,0.045872,0.025,0.099,0.876,-0.9109,0.0,0.0,0.009174,third,3.3402,0.9697,0.013761,3
inst_9ae97311d2e6f9f9_675,0.067416,0.039,0.125,0.836,-0.9025,0.022472,0.0,0.011236,first,2.9341,0.92,0.016854,3
inst_036b3e1c331e53d4_676,0.05042,0.105,0.063,0.832,0.8409,0.012605,0.004202,0.029412,third,2.8623,0.9326,0.037815,9
inst_3647d545a82ce0a5_677,0.098712,0.077,0.05,0.873,0.5784,0.012876,0.0,0.085837,third,3.2457,0.956,0.012876,3
inst_4d8f211b19729bca_678,0.059406,0.117,0.154,0.729,-0.8733,0.0,0.00495,0.054455,third,2.9575,0.9577,0.009901,2
